uwb_x,uwb_y
15.144322038146973,40.78100025939941
15.143321991416931,40.72999966430664
15.143321991416931,40.63200009155273
15.153321981880188,40.53700077819824
15.167322040054321,40.437000396728514
15.175322056266785,40.330000045776366
15.173321962806702,40.274999740600585
15.170321941825867,40.15999996948242
15.16632199332428,40.101999404907225
15.180322051498413,39.98399937438965
15.206321955177307,39.875999572753905
15.221321940872192,39.82699978637695
15.205322027656555,39.71400082397461
15.194321990463257,39.604000213623046
15.187322020980835,39.50499928283691
15.186321974250793,39.45800030517578
15.189321995231628,39.367000701904296
15.197322011444092,39.277000549316405
15.204321980926514,39.18300068664551
15.200322032424927,39.08700001525879
15.191321969482422,39.03499996948242
15.167322040054321,38.926000717163085
15.139322042915344,38.8090001373291
15.112321973297119,38.68799984741211
15.07732200667572,38.56600010681152
15.059322,38.50600064086914
15.036321998092651,38.38800061035156
15.009322047683716,38.27599919128418
15.00532197997284,38.17000019836426
15.007321954223633,38.117000701904296
15.013321996185303,38.01700032043457
15.036321998092651,37.92300045776367
15.016322017166138,37.823000076293944
14.798321962806702,37.70599949645996
14.704321980926514,37.64399922180176
14.674322009536743,37.52599919128418
14.768321991416931,37.421999099731444
14.878322005722046,37.32600033569336
14.979321957084656,37.242000701904296
15.02332198664856,37.20400059509277
15.093322039100647,37.12400067138672
15.128322005722046,37.01899922180176
15.156322002861023,36.90600025939941
15.183321953269958,36.801000717163085
15.183321953269958,36.801000717163085
15.199321985694885,36.75200093078613
15.287322044822693,36.62899983215332
15.378322005722046,36.4969998626709
15.388321996185303,36.43600094604492
15.388321996185303,36.30299961853027
15.372321963760376,36.17300045776367
15.359321952316284,36.06100094604492
15.368322015258789,35.95599949645996
15.374322057220459,35.90399945068359
15.385321975204468,35.80299961853027
15.376322031471252,35.70199978637695
15.355322003814697,35.60000050354004
15.343322039100647,35.548999908447264
15.316321969482422,35.44899952697754
15.287322044822693,35.343000534057616
15.268321991416931,35.235000732421874
15.266322017166138,35.12899983215332
15.269322038146973,35.07900059509277
15.277322054359436,34.97999966430664
15.270321965667724,34.88100064086914
15.272322059127807,34.785999420166014
15.27332198664856,34.69100010681152
15.272322059127807,34.641000869750975
15.280321956130981,34.54599964904785
15.284322023841858,34.45199978637695
15.282322049591064,34.35099995422363
15.277322054359436,34.301000717163085
15.272322059127807,34.198000076293944
15.252321958992004,34.08900082397461
15.229321957084656,33.97399914550781
15.204321980926514,33.85899937438965
15.195322037193298,33.80200016784668
15.174322009536743,33.6840001373291
15.153321981880188,33.56600010681152
15.143321991416931,33.45100033569336
15.132321954223633,33.336000564575194
15.13032197997284,33.28100025939941
15.132321954223633,33.17499935913086
15.13032197997284,33.069000366210936
15.135321975204468,32.96299946594238
15.152322054359436,32.86599934387207
15.158321977111816,32.819000366210936
15.164322019073486,32.722000244140624
15.173321962806702,32.62400067138672
15.187322020980835,32.53000080871582
15.197322011444092,32.48099911499023
15.21432197138977,32.38100064086914
15.219321966621399,32.274999740600585
15.224321961853027,32.17300045776367
15.224321961853027,32.06999981689453
15.22632205531311,32.01700032043457
15.23232197806549,31.91200077819824
15.243322015258789,31.80699932861328
15.258322000953674,31.704000595092772
15.266322017166138,31.653999450683592
15.272322059127807,31.558000686645507
15.264322042915344,31.458999755859374
15.253322005722046,31.35499966430664
15.245321989509582,31.253000381469725
15.241322041007995,31.204000595092772
15.237321973297119,31.107999923706053
15.23232197806549,31.007000091552733
15.233322024795532,30.909000518798827
15.21432197138977,30.81100094604492
15.207322001907349,30.759000900268553
15.186321974250793,30.649999740600585
15.170321941825867,30.541999938964842
15.159322023841858,30.487999084472655
15.12532198474121,30.3090001373291
15.123322010490417,30.24799931335449
15.139322042915344,30.132999542236327
15.175322056266785,30.021000030517577
15.198322058174133,29.92300045776367
15.201321959945679,29.878000381469725
15.223322034332275,29.79599964904785
15.259322047683716,29.719999435424803
15.301321983787536,29.641000869750975
15.324321985694885,29.601999404907225
15.372321963760376,29.523000839233397
15.425322056266785,29.444000366210936
15.477321982833862,29.353000762939452
15.52332198664856,29.253000381469725
15.543321967575073,29.205000045776366
15.587322116348266,29.11599934387207
15.649321914169311,29.044000747680663
15.710322022888183,28.98900044250488
15.775322080108642,28.94000065612793
15.822322011444092,28.920000198364257
15.933322072479248,28.886999252319335
16.048322082015993,28.857999923706053
16.16532194659424,28.834999206542967
16.221321940872194,28.826000335693358
16.32632195994568,28.809999588012694
16.431321979019167,28.796999099731444
16.52832210108948,28.781999710083007
16.627322078201296,28.770000579833983
16.67732203051758,28.766000869750975
16.781321883651735,28.76499951171875
16.889321923706056,28.771000030517577
17.00532209918213,28.788000228881835
17.120322108718874,28.8090001373291
17.179321885559084,28.81999981689453
17.286321998092653,28.843000534057616
17.38532197520447,28.86199963378906
17.491321921798708,28.878000381469725
17.597322106811525,28.893999221801757
17.651322007629396,28.902000549316405
17.75332176730347,28.916999938964842
17.84932196185303,28.930000427246092
17.94532215640259,28.934999588012694
17.994321942779543,28.938999298095702
18.091322064849855,28.943000915527342
18.194322228881838,28.94700062561035
18.297321916076662,28.94700062561035
18.39232218310547,28.948999526977538
18.44032204196167,28.951000335693358
18.535321832153322,28.959999206542967
18.64132177874756,28.972000244140624
18.738321900817873,28.982999923706053
18.84332191989136,28.994999053955077
18.894322038146974,29.00000012207031
18.990322232696535,29.00200093078613
19.07132208392334,29.000999572753905
19.169322133514406,29.00000012207031
19.277321935150148,29.000999572753905
19.32732212588501,29.00200093078613
19.42732203051758,29.003000381469725
19.525322080108644,29.003000381469725
19.625321984741213,29.00200093078613
19.67732203051758,29.00200093078613
19.77332222506714,29.00000012207031
19.872322202178957,28.99300015258789
19.96432220980835,28.996000411987303
20.048321843597414,28.993999603271483
20.09332191989136,28.994999053955077
20.18332207247925,28.994999053955077
20.294322133514406,29.007999542236327
20.401322007629396,29.00600064086914
20.45832216784668,29.007999542236327
20.533321977111818,28.999000671386717
20.627321839782716,29.007000091552733
20.733321786376955,29.021000030517577
20.842321992370607,29.03000080871582
20.894322038146974,29.031999710083007
20.997322202178957,29.038000228881835
21.114321828338625,29.035999420166014
21.235322118255617,29.028999450683592
21.358321786376955,29.02199948120117
21.358321786376955,29.02199948120117
21.434322,29.02400028991699
21.531322122070314,29.02599919128418
21.637322068664552,29.02400028991699
21.66532194659424,29.003000381469725
21.69632208392334,28.985000732421874
21.746322274658205,28.951000335693358
21.824322343322756,28.951999786376952
21.947321534606935,28.948999526977538
22.026322007629396,28.948000076293944
22.20832216784668,28.952999237060546
22.39732229754639,28.95800030517578
22.555322289916994,28.962000015258788
22.682322144958498,28.965000274658202
22.739322305175783,28.96899998474121
22.82032167956543,28.983999374389647
22.905321717712404,29.00600064086914
22.999321580383302,29.031000259399413
23.101321816894533,29.053999069213866
23.156322122070314,29.066999557495116
23.261321664306642,29.089000823974608
23.363321900817873,29.105999114990233
23.464321732971193,29.12299931335449
23.507321954223634,29.129999282836913
23.5883222822876,29.135000350952147
23.69632208392334,29.136999252319335
23.794321656677248,29.135000350952147
23.902322411987306,29.13800061035156
23.971321702453615,29.136999252319335
24.055322289916994,29.13999951171875
24.14232218310547,29.149999740600585
24.251322389099123,29.164999130249022
24.363321900817873,29.19000065612793
24.423322320434572,29.204000595092772
24.573321938964845,29.23900044250488
24.70032179400635,29.274999740600585
24.804321885559084,29.316999557495116
24.851321816894533,29.34199917602539
24.942322373840334,29.389000061035155
25.032321572753908,29.44000065612793
25.11732161090088,29.49300015258789
25.197321534606935,29.542999389648436
25.240321755859377,29.568000915527342
25.32532179400635,29.61800015258789
25.393321633789064,29.66600048828125
25.441321969482424,29.704000595092772
25.47432196185303,29.725000503540038
25.47432196185303,29.725000503540038
25.466321588012697,29.722000244140624
25.441321969482424,29.702999237060546
25.441321969482424,29.702999237060546
25.396321893188478,29.66399967956543
25.32532179400635,29.601999404907225
25.13032209918213,29.568000915527342
25.234322190734865,29.48699963378906
25.206322312805177,29.443000915527342
25.078322053405763,29.393999221801757
25.1223217253418,29.288000228881835
25.081322312805177,29.230999114990233
25.023321748229982,29.111000183105467
24.989322305175783,29.05200016784668
24.95732176348877,28.992000701904296
24.921322465393068,28.875999572753905
24.84832155749512,28.757000091552733
24.864322305175783,28.700000885009764
24.76732218310547,28.577999237060546
24.74332201525879,28.51300061035156
24.75532209918213,28.40999996948242
24.71232187792969,28.318000915527342
24.702321649047853,28.260000350952147
24.704322457763674,28.209999206542967
24.661322236511232,28.089000823974608
24.655321717712404,28.031000259399413
24.62932169482422,27.906999710083007
24.61832201525879,27.840999725341796
24.609322190734865,27.77599919128418
24.626322389099123,27.66399967956543
24.59832155749512,27.54599964904785
24.584321618530275,27.420000198364257
24.560322404357912,27.361000183105467
24.52932226702881,27.24099934387207
24.546322465393068,27.132000091552733
24.51632177874756,27.024999740600585
24.544321656677248,26.91399967956543
24.547321916076662,26.86199963378906
24.519322038146974,26.75000012207031
24.538322091552736,26.635000350952147
24.50932180926514,26.53000080871582
24.523321748229982,26.423999908447264
24.523321748229982,26.423999908447264
24.501322389099123,26.309999588012694
24.544321656677248,26.180999877929686
24.544321656677248,26.180999877929686
24.58232176348877,26.11300003814697
24.565321565124513,25.97999966430664
24.565321565124513,25.91399967956543
24.559322,25.76200020599365
24.560322404357912,25.69499981689453
24.543322205993654,25.625999572753905
24.538322091552736,25.477999809265135
24.536322236511232,25.406000259399413
24.527322411987306,25.26700032043457
24.534322381469728,25.123000267028807
24.534322381469728,25.123000267028807
24.520322442504884,24.98800003814697
24.545322061035158,24.86300003814697
24.578322053405763,24.805000427246092
24.537321687194826,24.736000183105467
24.561321855041506,24.59399998474121
24.602322221252443,24.51700032043457
