ekf_x,ekf_y
14.23,45.57
14.25499999815354,45.56999039151222
14.291038777005715,45.56934622050117
14.319782216064946,45.56929500226025
14.31728220457974,45.569134400142474
14.31676555178792,45.58932864147225
14.356348083056186,45.61848555632396
14.40476604765604,45.630853889732265
14.453772214413366,45.640772999918894
14.478209830138951,45.646045849020524
14.52698834489649,45.65702959938504
14.575874232057199,45.66752539250396
14.622475043128293,45.677254208848055
14.66106599686631,45.684315409634685
14.67753586188384,45.6866123644951
14.686263385487628,45.68756765921178
14.689641137858615,45.687551166385454
14.680152721248081,45.702329762120705
14.679734485408279,45.70500335456883
14.692488226337428,45.70185531286543
14.720895469085036,45.69631587251835
14.74938691271166,45.69171324600327
14.78849928566423,45.68612551141025
14.809893875653671,45.68373537835684
14.853656132086606,45.68105872731435
14.851701567596923,45.68016126306526
14.865251147823262,45.72297660911986
14.900131512618673,45.73995070931629
14.915073808543426,45.74450857066188
14.923968171098192,45.74710420659058
14.91146716215216,45.74255774611791
14.876251444087663,45.72751005576302
14.831738295629584,45.70475708603321
14.810124303252346,45.692193832731746
14.76837936807492,45.66468524151959
14.728573460625668,45.63443883389781
14.690910199353905,45.6015617942341
14.655851137171013,45.56592607348183
14.639340439793877,45.54715383674455
14.608358831917457,45.507918644892115
14.580030752598983,45.466724638813076
14.554742909192955,45.423598130297684
14.543288836955524,45.401376424036016
14.522981806309703,45.3556971579284
14.506127348736232,45.30863056014056
14.492556442879101,45.26051401379131
14.487044756509487,45.23612915551075
14.478761433055855,45.18683306362567
14.473897256348279,45.13707695571557
14.471201556172772,45.08715145399171
14.468861961597119,45.037206228549984
14.467512780634564,45.012242660881675
14.46456281909339,44.962329855943416
14.461534564617425,44.912421853054546
14.457937300545492,44.86255158034473
14.454041529918696,44.81270360814891
14.4522164960408,44.78777031211038
14.448635912540512,44.73789887004294
14.444380244535353,44.688080422267916
14.440165442520787,44.63825838775344
14.435622370469481,44.58846526001723
14.433339267365879,44.56356972949028
14.428920106759762,44.51376568107891
14.424625267705576,44.4639504816236
14.420483642328666,44.41412232876794
14.418437109188883,44.38920623553268
14.414592152907156,44.33935455343256
14.411463085682314,44.28945294991311
14.409186612791778,44.239505362188275
14.40810323957336,44.189517957502076
14.407993511995167,44.16451819830607
14.40846159297258,44.114520774079764
14.409393653831618,44.06452955705984
14.410524615943135,44.01454235958549
14.411857089792353,43.9645601365649
14.412645344792608,43.93957256657391
14.414497271726908,43.88960706387981
14.416972066822964,43.83966864683594
14.420274103273357,43.789778371784536
14.422344433925192,43.76486424464767
14.42747466163755,43.71512993768363
14.434068497191273,43.66556791769654
14.441548715175173,43.6161308854375
14.445345029280764,43.59142080653815
14.45274408374221,43.54197157902834
14.45969708676573,43.49245744612075
14.466344767113814,43.44290145096858
14.472271085629517,43.39325443225126
14.47668950651395,43.34345208676592
14.478145134002359,43.31849449977088
14.4797345206178,43.26852044785232
14.48097229346204,43.21853578872437
14.482371613309521,43.168555408539575
14.483114714885655,43.1435664549791
14.484604451314794,43.093588655370766
14.48617830661576,43.043613511098876
14.488199949635666,42.99365457177005
14.490843308925147,42.943724783683145
14.492330386497642,42.91876905086895
14.495418579965994,42.86886453699397
14.496802499196054,42.84390287103264
14.499315153613466,42.79396615668311
14.501453793565652,42.74401199387726
14.502401782238348,42.71902997399342
14.503870890097254,42.66905185330458
14.504443929451792,42.6190559969407
14.503779410663094,42.56906129977066
14.50309997047342,42.544070534255596
14.501487305586288,42.494096600192535
14.500344364303029,42.444109753334615
14.499404923611413,42.394118607424694
14.498946195714282,42.34412103330132
14.499232151597798,42.31912266877016
14.501109395656256,42.26916018688719
14.504237279548496,42.219258864823985
14.507617036612,42.169373225934905
14.510741005681988,42.11947095142568
14.512268281357546,42.09451764645398
14.51527894651381,42.044608369994734
14.518484356711651,41.99471122754078
14.521883237726112,41.94482691567947
14.523684420737965,41.91989188530536
14.527514188643863,41.87003907197001
14.531892025786993,41.82023133730004
14.536754204879221,41.770469206682726
14.54277291800711,41.72083376085193
14.546208309853576,41.69607092412305
14.553616212712534,41.64662279391465
14.562263973581464,41.59737700690496
14.572052438292285,41.54834611417152
14.584408545884559,41.49990160900724
14.591700858610562,41.475988805426184
14.607796105996051,41.42865044019221
14.62393975286259,41.38132837693118
14.639829160340739,41.33392037619653
14.655012695746946,41.28628244753637
14.655012695746946,41.28628244753637
14.661899198217212,41.26224963488934
14.671307928225827,41.21315866148956
14.676275427862063,41.16341405672117
14.677286949470744,41.13843452862244
14.676237567472043,41.088457863491655
14.67157303689823,41.03868378707523
14.663936055979187,40.98927412793165
14.654904929635885,40.94009704532844
14.650457204192074,40.9154958718122
14.641838698431696,40.86624428730632
14.633779632925718,40.816898856612376
14.627652561829517,40.7672791988748
14.625760044750589,40.742350934211856
14.624477884060799,40.6923717750102
14.62460510489483,40.64237254090229
14.62467984431646,40.592372643707975
14.624512235849707,40.542372936822424
14.624388450534775,40.51737324328039
14.62382914557503,40.46737644718152
14.622722514245797,40.41738907232237
14.620674267835053,40.367431734015526
14.617825399252107,40.317513152315996
14.616299097398963,40.292559787760226
14.613221687650697,40.24265460388246
